Area Code: 2016,censusURL_2016,censusURL_2021,sal_id,suburb,postcode,state,state_name,type,lga,statistic_area,elevation,sqkm,lat,lng,timezone,govLvl
SSC20667,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC20667,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL20672,SAL20672,Creswick,3363,VIC,Victoria,Rural locality,Ballarat,Rest of VIC,421,49.899,-37.42112,143.89661,Australia/Melbourne,state suburbs
SSC20668,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC20668,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL20673,SAL20673,Creswick North,3363,VIC,Victoria,Rural locality,Hepburn,Rest of VIC,425,11.599,-37.36547,143.87768,Australia/Melbourne,state suburbs
SSC30488,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC30488,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL30485,SAL30485,Calgoa,4570,QLD,Queensland,Rural locality,Fraser Coast,Rest of QLD,108,57.227,-25.86536,152.23261,Australia/Brisbane,state suburbs
SSC20700,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC20700,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL20705,SAL20705,Dalyenong,3477,VIC,Victoria,Rural locality,Northern Grampians,Rest of VIC,257,95.485,-36.80624,143.42737,Australia/Melbourne,state suburbs
SSC12081,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12081,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12089,SAL12089,Keepit,2340,NSW,New South Wales,Rural locality,Gunnedah,Rest of NSW,357,66.744,-30.85442,150.51491,Australia/Sydney,state suburbs
SSC20284,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC20284,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL20286,SAL20286,Boola,3825,VIC,Victoria,Rural locality,Baw Baw,Rest of VIC,324,68.503,-38.04888,146.46503,Australia/Melbourne,state suburbs
SSC20750,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC20750,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL20756,SAL20756,Dimboola,3414,VIC,Victoria,Urban locality,Hindmarsh,Rest of VIC,114,441.979,-36.38619,142.04862,Australia/Melbourne,state suburbs
SSC21015,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21015,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL21022,SAL21022,Glendonald,3364,VIC,Victoria,Rural locality,Ballarat,Rest of VIC,439,13.355,-37.36068,143.8446,Australia/Melbourne,state suburbs
SSC20817,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC20817,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL20823,SAL20823,Eaglehawk,3556,VIC,Victoria,Urban locality,Greater Bendigo,Rest of VIC,213,14.566,-36.70812,144.26456,Australia/Melbourne,state suburbs
SSC20818,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC20818,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL20824,SAL20824,Eaglehawk North,3556,VIC,Victoria,Rural locality,Greater Bendigo,Rest of VIC,237,5.986,-36.68996,144.25873,Australia/Melbourne,state suburbs
SSC20372,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC20372,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL20374,SAL20374,Budgerum East,3579,VIC,Victoria,Rural locality,Gannawarra,Rest of VIC,82,18.413,-35.77117,143.65256,Australia/Melbourne,state suburbs
SSC21414,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21414,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21423,SAL21423,Laen East,3480,VIC,Victoria,Rural locality,Buloke,Rest of VIC,119,24.326,-36.39886,142.90517,Australia/Melbourne,state suburbs
SSC21423,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21423,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL21432,SAL21432,Lake Eildon,3713,VIC,Victoria,Rural locality,Mansfield,Rest of VIC,422,152.082,-37.18784,145.98162,Australia/Melbourne,state suburbs
SSC20871,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC20871,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL20877,SAL20877,Eppalock,3551,VIC,Victoria,Rural locality,Greater Bendigo,Rest of VIC,222,84.612,-36.85419,144.46266,Australia/Melbourne,state suburbs
SSC21424,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21424,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL21433,SAL21433,Lake Eppalock,3551,VIC,Victoria,Rural locality,Greater Bendigo,Rest of VIC,204,31.44,-36.90863,144.55409,Australia/Melbourne,state suburbs
SSC31159,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31159,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL31147,SAL31147,Glen Isla,4800,QLD,Queensland,Rural locality,Whitsunday,Rest of QLD,7,22.706,-20.40728,148.62639,Australia/Brisbane,state suburbs
SSC21251,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21251,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL21260,SAL21260,Jeeralang,3840,VIC,Victoria,Rural locality,Latrobe,Rest of VIC,478,66.428,-38.36287,146.47002,Australia/Melbourne,state suburbs
SSC21320,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21320,https://www.abs.gov.au/census/find-census-data/quickstats/2021/UCL215041,UCL215041,Kerang,3579,VIC,Victoria,Rural locality,Gannawarra,Rest of VIC,77,146.608,-35.72411,143.9477,Australia/Melbourne,state suburbs
SSC21321,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21321,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21329,SAL21329,Kerang East,3579,VIC,Victoria,Rural locality,Gannawarra,Rest of VIC,78,39.295,-35.77178,144.01116,Australia/Melbourne,state suburbs
SSC31046,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31046,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL31035,SAL31035,Fielding,4825,QLD,Queensland,Rural locality,Carpentaria,Rest of QLD,42,3703.926,-18.78577,141.33557,Australia/Brisbane,state suburbs
SSC21457,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21457,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL21466,SAL21466,Langsborough,3971,VIC,Victoria,Rural locality,Wellington,Rest of VIC,11,4.022,-38.64944,146.67396,Australia/Melbourne,state suburbs
SSC21436,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21436,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL21445,SAL21445,Lake Tyrrell,3533,VIC,Victoria,Rural locality,Buloke,Rest of VIC,41,192.908,-35.34031,142.8366,Australia/Melbourne,state suburbs
SSC22591,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22591,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL22604,SAL22604,Tyrrell,3533,VIC,Victoria,Rural locality,Buloke,Rest of VIC,58,99.435,-35.4324,142.98689,Australia/Melbourne,state suburbs
SSC41199,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC41199,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL41213,SAL41213,Port Victoria,5573,SA,South Australia,Rural locality,Yorke Peninsula,Rest of SA,27,56.097,-34.51221,137.51581,Australia/Adelaide,state suburbs
SSC21456,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21456,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21465,SAL21465,Langley,3444,VIC,Victoria,Rural locality,Mount Alexander,Rest of VIC,461,23.782,-37.15096,144.49764,Australia/Melbourne,state suburbs
SSC21215,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21215,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21224,SAL21224,Icy Creek,3833,VIC,Victoria,Rural locality,Baw Baw,Rest of VIC,486,10.915,-37.88672,146.0988,Australia/Melbourne,state suburbs
SSC21642,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21642,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL21653,SAL21653,Merbein,3505,VIC,Victoria,Urban locality,Mildura,Rest of VIC,51,34.462,-34.16086,142.05124,Australia/Melbourne,state suburbs
SSC21691,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21691,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL21702,SAL21702,Mirboo,3871,VIC,Victoria,Rural locality,Latrobe,Rest of VIC,180,75.915,-38.48242,146.23739,Australia/Melbourne,state suburbs
SSC21692,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21692,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL21703,SAL21703,Mirboo North,3871,VIC,Victoria,Urban locality,South Gippsland,Rest of VIC,257,95.664,-38.3942,146.14195,Australia/Melbourne,state suburbs
SSC12694,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12694,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL12705,SAL12705,Moolpa,2734,NSW,New South Wales,Rural locality,Murray River,Rest of NSW,66,320.384,-34.92519,143.76197,Australia/Sydney,state suburbs
SSC21734,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21734,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL21746,SAL21746,Moorabbin,3189,VIC,Victoria,Major Urban locality,Kingston,Greater Melbourne,43,4.583,-37.94142,145.05695,Australia/Melbourne,state suburbs
SSC21754,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21754,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL21766,SAL21766,Morrl Morrl,3387,VIC,Victoria,Rural locality,Northern Grampians,Rest of VIC,217,37.377,-36.86497,142.90494,Australia/Melbourne,state suburbs
SSC21768,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21768,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21780,SAL21780,Mount Bute,3324,VIC,Victoria,Rural locality,Corangamite,Rest of VIC,228,66.012,-37.87307,143.40648,Australia/Melbourne,state suburbs
SSC50204,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50204,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL50204,SAL50204,Buller,6532,WA,Western Australia,Rural locality,Chapman Valley,Rest of WA,53,6.939,-28.6507,114.62031,Australia/Perth,state suburbs
SSC21772,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21772,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21784,SAL21784,Mount Cole,3377,VIC,Victoria,Rural locality,Ararat,Rest of VIC,672,52.289,-37.24938,143.21768,Australia/Melbourne,state suburbs
SSC10453,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC10453,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL10452,SAL10452,Bomaderry,2541,NSW,New South Wales,Urban locality,Shoalhaven,Rest of NSW,33,7.453,-34.84763,150.60473,Australia/Sydney,state suburbs
SSC20301,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC20301,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL20303,SAL20303,Bornes Hill,3379,VIC,Victoria,Rural locality,Ararat,Rest of VIC,256,233.334,-37.5294,142.48248,Australia/Melbourne,state suburbs
SSC21126,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21126,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21134,SAL21134,Hansonville,3675,VIC,Victoria,Rural locality,Wangaratta,Rest of VIC,277,66.064,-36.61987,146.28669,Australia/Melbourne,state suburbs
SSC22081,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22081,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL22093,SAL22093,Pomborneit North,3260,VIC,Victoria,Rural locality,Corangamite,Rest of VIC,113,59.195,-38.21287,143.35833,Australia/Melbourne,state suburbs
SSC20820,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC20820,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL20826,SAL20826,Earlston,3669,VIC,Victoria,Rural locality,Strathbogie,Rest of VIC,144,63.89,-36.53124,145.68178,Australia/Melbourne,state suburbs
SSC12700,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12700,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12711,SAL12711,Moonbria,2710,NSW,New South Wales,Rural locality,Edward River,Rest of NSW,103,265.328,-35.11503,145.44116,Australia/Sydney,state suburbs
SSC20006,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC20006,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL20006,SAL20006,Ada,3833,VIC,Victoria,Rural locality,Baw Baw,Rest of VIC,667,61.67,-37.84073,145.84959,Australia/Melbourne,state suburbs
SSC20825,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC20825,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL20831,SAL20831,East Sale,3852,VIC,Victoria,Rural locality,Wellington,Rest of VIC,7,8.651,-38.10407,147.14061,Australia/Melbourne,state suburbs
SSC21460,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21460,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21469,SAL21469,Lara,3212,VIC,Victoria,Urban locality,Greater Geelong,Rest of VIC,20,89.348,-38.01046,144.41407,Australia/Melbourne,state suburbs
SSC32813,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32813,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL32786,SAL32786,The Common,4701,QLD,Queensland,Urban locality,Rockhampton,Rest of QLD,7,5.316,-23.3827,150.5328,Australia/Brisbane,state suburbs
SSC13938,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13938,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL13956,SAL13956,Triamble,2850,NSW,New South Wales,Rural locality,Mid-Western Regional,Rest of NSW,552,254.368,-32.94001,149.29824,Australia/Sydney,state suburbs
SSC21490,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21490,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL21499,SAL21499,Licola North,3858,VIC,Victoria,Rural locality,Mansfield,Rest of VIC,577,78.353,-37.5204,146.5443,Australia/Melbourne,state suburbs
SSC21489,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21489,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL21498,SAL21498,Licola,3858,VIC,Victoria,Rural locality,Wellington,Rest of VIC,363,246.521,-37.60273,146.59225,Australia/Melbourne,state suburbs
SSC22712,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22712,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL22725,SAL22725,Wattle Creek,3384,VIC,Victoria,Rural locality,Northern Grampians,Rest of VIC,227,13.178,-36.96298,143.08193,Australia/Melbourne,state suburbs
SSC22225,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22225,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL22236,SAL22236,Sandy Point,3959,VIC,Victoria,Rural locality,South Gippsland,Rest of VIC,5,44.758,-38.82277,146.13322,Australia/Melbourne,state suburbs
SSC22463,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22463,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL22475,SAL22475,Teal Point,3579,VIC,Victoria,Rural locality,Gannawarra,Rest of VIC,79,52.945,-35.6822,144.04462,Australia/Melbourne,state suburbs
SSC22104,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22104,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL22116,SAL22116,Powers Creek,3312,VIC,Victoria,Rural locality,West Wimmera,Rest of VIC,166,120.161,-37.22169,141.25355,Australia/Melbourne,state suburbs
SSC40155,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40155,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL40155,SAL40155,Bray,5276,SA,South Australia,Rural locality,Robe,Rest of SA,8,245.62,-37.23934,139.99531,Australia/Adelaide,state suburbs
SSC40570,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40570,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL40576,SAL40576,Hay Flat,5204,SA,South Australia,Rural locality,Yankalilla,Rest of SA,141,30.102,-35.50375,138.31869,Australia/Adelaide,state suburbs
SSC22256,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22256,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL22267,SAL22267,Shays Flat,3377,VIC,Victoria,Rural locality,Northern Grampians,Rest of VIC,301,53.467,-37.05851,143.11608,Australia/Melbourne,state suburbs
SSC21163,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21163,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21172,SAL21172,Hepburn,3461,VIC,Victoria,Urban locality,Hepburn,Rest of VIC,511,4.015,-37.3162,144.12727,Australia/Melbourne,state suburbs
SSC22260,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22260,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL22271,SAL22271,Shelbourne,3515,VIC,Victoria,Rural locality,Greater Bendigo,Rest of VIC,248,129.737,-36.8376,144.05299,Australia/Melbourne,state suburbs
SSC21196,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21196,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21205,SAL21205,Horfield,3567,VIC,Victoria,Rural locality,Gannawarra,Rest of VIC,82,29.076,-35.89013,144.21377,Australia/Melbourne,state suburbs
SSC22593,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22593,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL22606,SAL22606,Ullina,3370,VIC,Victoria,Rural locality,Hepburn,Rest of VIC,363,35.137,-37.28063,143.89069,Australia/Melbourne,state suburbs
SSC21842,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21842,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21855,SAL21855,Myall,3533,VIC,Victoria,Rural locality,Buloke,Rest of VIC,69,86.85,-35.54152,142.75796,Australia/Melbourne,state suburbs
SSC21625,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21625,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21636,SAL21636,Meatian,3585,VIC,Victoria,Rural locality,Gannawarra,Rest of VIC,86,50.141,-35.56958,143.35371,Australia/Melbourne,state suburbs
SSC21190,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21190,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21199,SAL21199,Homerton,3304,VIC,Victoria,Rural locality,Glenelg,Rest of VIC,39,49.583,-38.1344,141.81105,Australia/Melbourne,state suburbs
SSC21650,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21650,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21661,SAL21661,Merriang South,3737,VIC,Victoria,Rural locality,Alpine,Rest of VIC,443,21.135,-36.59941,146.66235,Australia/Melbourne,state suburbs
